IMC10 7.12049961552 21.4656496946 12.1315577779 7.11329336519173
"Web Search" 6.15719795401 16.3807512063 14.7536714566 8.175918090966984
"Data Mining " 3.0648564623 12.2503549468 8.40756557269 5.02255712604735
