1 1 28.1190742763
1 2 43.5388325984
1 3 25.858315696
1 4 28.7175183055
1 5 32.383064922
2 1 26.7788463327
2 2 34.8215482786
2 3 21.161143815
2 4 21.6228139383
2 5 22.247483901
3 1 26.5416075322
3 2 32.5840363248
3 3 20.0515286844
3 4 19.9663433501
3 5 20.452000312
4 1 26.5231940081
4 2 31.1949572539
4 3 19.5894577379
4 4 19.5412026873
4 5 19.6404568676
5 1 25.9273137868
5 2 31.2879023761
5 3 19.4075061259
5 4 19.0646267746
5 5 19.3548501327
